*Beijing Dialect*
Wav0753｜DongBei Dialect｜我们又换了一瓶｜我们换新瓶｜省略宾语
Wav0754｜DongBei Dialect｜我插嘴问了一句那睡裙什么时候烧呢｜我问何时烧睡裙｜"插嘴"打断
Wav0755｜DongBei Dialect｜黄班班说话比较磕巴｜黄班班结巴说｜“磕巴”东北语言特征
Wav0756｜DongBei Dialect｜一手指着火盆儿然后我顺手就扔了过去｜指火盆我便扔入｜动作指令
Wav0757｜DongBei Dialect｜这次睡裙呢烧起来是一股了几毛儿味儿｜睡裙烧出怪味｜"几毛儿"=奇怪（俚语）
Wav0758｜DongBei Dialect｜黄班班好像是挺喜欢这味道｜似乎喜欢这味｜疑似享受
Wav0759｜DongBei Dialect｜深深的呼吸了好几口｜深呼吸数口｜陶醉状态
Wav0760｜DongBei Dialect｜然后意犹未尽的跟我们告别｜意犹未尽道别｜"的"替代"地"
Wav0761｜DongBei Dialect｜这时大婶儿恢复正常笑到｜大婶恢复常态｜附体结束
Wav0762｜DongBei Dialect｜"我家那教主是真生气了"｜"我家教主真怒了"｜马仙术语
Wav0763｜DongBei Dialect｜本来的那酒是我准备送到上路的｜"那酒本是送行用的"｜祭祀用品
Wav0764｜DongBei Dialect｜可没想到呢让这个传堂爆码子给他放了火雷了｜"不料信使放了火雷"｜萨满职衔
Wav0765｜DongBei Dialect｜这就叫火雷？啊？｜"这叫火雷？"｜疑问+确认
Wav0766｜DongBei Dialect｜那当初买汽油好不好啊｜"不如买汽油？"｜现代物品对比
Wav0767｜DongBei Dialect｜我把这想法呢告诉了大婶｜"我把想法告诉大婶"｜"呢"缓冲语气
Wav0768｜DongBei Dialect｜大婶儿笑着解释道｜"大婶笑着解释"｜表情描写
Wav0769｜DongBei Dialect｜"这你以为五雷轰顶是这个天上批起来的五雷啊啊"｜"你以为五雷是天雷？"｜反问句式
Wav0770｜DongBei Dialect｜金雷呢可能是刀枪伤｜"金雷指刀伤"｜五行对应
Wav0771｜DongBei Dialect｜水雷呢可能是被水淹｜"水雷指水灾"｜继续对应
Wav0772｜DongBei Dialect｜这火雷啊就是让火烧｜"火雷即火烧"｜定义明确
Wav0773｜DongBei Dialect｜五雷啊不是天上那五雷｜"五雷非天雷"｜否定澄清
Wav0774｜DongBei Dialect｜而是结束应对在那个五行上｜"而是五行灾厄"｜玄学概念
Wav0775｜DongBei Dialect｜这才是我家仙家说的五雷呢｜"这才是仙家五雷"｜权威定义
Wav0776｜DongBei Dialect｜事情到了这里就告一段落了｜"此事就此了结"｜事件收尾
Wav0777｜DongBei Dialect｜婉儿的寝室就再也没有出现什么异常情况｜"婉儿寝室再无怪事"｜结果陈述
Wav0778｜DongBei Dialect｜不过婉儿没等念完这个学期就休学了｜"但婉儿学期未满就休学"｜转折事件
Wav0779｜DongBei Dialect｜因为不知道谁把她的事情传了出去｜"因有人泄密"｜被动表达
Wav0780｜DongBei Dialect｜整个系都知道她每天晚上和鬼查查圈圈｜"全系知她夜夜见鬼"｜查查圈圈东北话俗语
Wav0781｜DongBei Dialect｜都在背后议论｜"背后议论纷纷"
Wav0782｜DongBei Dialect｜顶不住巨大的压力往前休学半年｜不堪压力休学半年"｜东北话后果说明
Wav0783｜DongBei Dialect｜寝室里面就剩下婉儿和张婷婷｜"寝室只剩二人"｜人员变动
Wav0784｜DongBei Dialect｜在开学的时候王倩就蹲了一级｜"开学时王倩留级"｜学业影响
Wav0785｜DongBei Dialect｜并且换了专业自然就不和婉儿他们住在同一个寝室｜"换专业后搬离"｜逻辑结果
Wav0786｜DongBei Dialect｜渐渐的就和婉儿还有张婷婷不再来往｜"渐失联系"｜关系淡化
Wav0787｜DongBei Dialect｜没了联系｜"彻底断联"｜最终状态
Wav0788｜DongBei Dialect｜后来我又带着婉儿去了一次吉乐安｜"后再访吉乐寺"｜后续行动
Wav0789｜DongBei Dialect｜找到了法新法师就是送给我佛主的那位老法师｜"寻得赠佛首的法新法师"｜长定语
Wav0790｜DongBei Dialect｜把这件事情跟他说了｜"告知此事"｜信息传递
Wav0791｜DongBei Dialect｜他没给我们佛头｜"未再赠佛首"｜拒绝行为
Wav0792｜DongBei Dialect｜而是又从手上取下了一串佛珠并送给了我们｜"反赠手持佛珠"｜替代物品
Wav0793｜DongBei Dialect｜并且让我们把这些散珠好好保管｜"嘱妥善保管"｜指令传达
Wav0794｜DongBei Dialect｜我把那发生的事情跟老法师说了｜"详述经过"｜信息复述
Wav0795｜DongBei Dialect｜老法师只是念了一声阿弥陀佛就不再说话了｜"法师只念佛号不语"｜宗教反应
Wav0796｜DongBei Dialect｜我们也不知道这是什么意思｜"我们不解其意"｜认知局限
Wav0797｜DongBei Dialect｜婉儿一直带着后来的那串佛主升到了大四毕业｜"婉儿戴至毕业"｜长期行为
Wav0798｜DongBei Dialect｜在收拾行李准备各奔前程的时候｜"收拾行李各奔东西时"｜时间背景
Wav0799｜DongBei Dialect｜王倩过来送婉儿｜"王倩来送行"｜关系修复
Wav0800｜DongBei Dialect｜并且跟婉儿说了两件事｜"并告知两事"｜信息分类
Wav0801｜DongBei Dialect｜第一件事婉儿丢了在那颗佛头王倩在张婷婷脖子上见到过｜"首事：佛首在张婷婷处"｜指控陈述
Wav0802｜DongBei Dialect｜不过张婷婷没有承认后来就发生了王倩事件泄密｜"但张否认后泄密发生"｜因果关系
Wav0803｜DongBei Dialect｜王倩说啊他知道这事是谁说出句的只不过不愿以追究｜"王倩知泄密者但不计较"｜隐忍态度
Wav0804｜DongBei Dialect｜人在做天在看｜"人在做天在看"｜东北俗语引用
Wav0805｜DongBei Dialect｜第二件事那把刀是婉线和张婷婷一起溜的的时候买的｜"次事：刀系二人同购"｜真相揭露
Wav0806｜DongBei Dialect｜而且是王倩跟张婷婷说过他总是好做恶梦之后｜"且是王倩告知噩梦后"｜时间关联
Wav0807｜DongBei Dialect｜张婷婷借一他买出来之后放在枕头下面的｜"张提议购刀垫枕"｜行为动机
